# DDL
CREATE DATABASE air
pm,city=Beijing humidity=71.0,pressure=1011.0,temperature=14.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=369.0 353227
pm,city=Beijing humidity=71.0,pressure=1011.0,temperature=13.0,wind_direction="NW",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=343.0 353228
pm,city=Beijing humidity=71.0,pressure=1012.0,temperature=13.0,wind_direction="NW",wind_speed=5.37,precipitation=0.0,cumulative_precipitation=0.0,pm=342.0 353229
pm,city=Beijing humidity=67.0,pressure=1012.0,temperature=14.0,wind_direction="NW",wind_speed=8.5,precipitation=0.4,cumulative_precipitation=0.4,pm=324.0 353230
pm,city=Beijing humidity=67.0,pressure=1014.0,temperature=14.0,wind_direction="NW",wind_speed=10.29,precipitation=0.0,cumulative_precipitation=0.0,pm=307.0 353231
pm,city=Beijing humidity=71.0,pressure=1014.0,temperature=14.0,wind_direction="NE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=272.0 353232
pm,city=Beijing humidity=67.0,pressure=1015.0,temperature=14.0,wind_direction="NE",wind_speed=10.73,precipitation=0.0,cumulative_precipitation=0.0,pm=131.0 353233
pm,city=Beijing humidity=67.0,pressure=1015.0,temperature=14.0,wind_direction="NE",wind_speed=17.88,precipitation=0.0,cumulative_precipitation=0.0,pm=36.0 353234
pm,city=Beijing humidity=54.0,pressure=1016.0,temperature=15.0,wind_direction="NE",wind_speed=23.69,precipitation=0.0,cumulative_precipitation=0.0,pm=22.0 353235
pm,city=Beijing humidity=51.0,pressure=1015.0,temperature=16.0,wind_direction="NE",wind_speed=29.5,precipitation=0.0,cumulative_precipitation=0.0,pm=17.0 353236
pm,city=Beijing humidity=48.0,pressure=1015.0,temperature=17.0,wind_direction="NE",wind_speed=33.52,precipitation=0.0,cumulative_precipitation=0.0,pm=17.0 353237
pm,city=Beijing humidity=48.0,pressure=1014.0,temperature=17.0,wind_direction="NE",wind_speed=36.65,precipitation=0.0,cumulative_precipitation=0.0,pm=27.0 353238
pm,city=Beijing humidity=51.0,pressure=1014.0,temperature=18.0,wind_direction="SE",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=170.0 353239
pm,city=Beijing humidity=59.0,pressure=1014.0,temperature=17.0,wind_direction="SE",wind_speed=8.94,precipitation=0.0,cumulative_precipitation=0.0,pm=175.0 353240
pm,city=Beijing humidity=63.0,pressure=1014.0,temperature=16.0,wind_direction="SE",wind_speed=14.75,precipitation=0.0,cumulative_precipitation=0.0,pm=121.0 353241
pm,city=Beijing humidity=58.0,pressure=1015.0,temperature=15.0,wind_direction="SE",wind_speed=19.67,precipitation=0.0,cumulative_precipitation=0.0,pm=198.0 353242
pm,city=Beijing humidity=76.0,pressure=1016.0,temperature=13.0,wind_direction="SE",wind_speed=23.69,precipitation=0.0,cumulative_precipitation=0.0,pm=184.0 353243
pm,city=Beijing humidity=81.0,pressure=1017.0,temperature=12.0,wind_direction="SE",wind_speed=26.82,precipitation=0.0,cumulative_precipitation=0.0,pm=167.0 353244
pm,city=Beijing humidity=81.0,pressure=1018.0,temperature=12.0,wind_direction="SE",wind_speed=29.95,precipitation=0.0,cumulative_precipitation=0.0,pm=155.0 353245
pm,city=Beijing humidity=76.0,pressure=1018.0,temperature=12.0,wind_direction="SE",wind_speed=33.97,precipitation=0.0,cumulative_precipitation=0.0,pm=152.0 353246
pm,city=Beijing humidity=81.0,pressure=1018.0,temperature=11.0,wind_direction="SE",wind_speed=35.76,precipitation=0.0,cumulative_precipitation=0.0,pm=110.0 353247
pm,city=Beijing humidity=81.0,pressure=1018.0,temperature=11.0,wind_direction="SE",wind_speed=37.55,precipitation=0.0,cumulative_precipitation=0.0,pm=94.0 353248
pm,city=Beijing humidity=87.0,pressure=1018.0,temperature=10.0,wind_direction="SE",wind_speed=38.44,precipitation=0.0,cumulative_precipitation=0.0,pm=100.0 353249
pm,city=Beijing humidity=93.0,pressure=1019.0,temperature=9.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=100.0 353250
pm,city=Beijing humidity=87.0,pressure=1018.0,temperature=9.0,wind_direction="SE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=94.0 353251
pm,city=Beijing humidity=87.0,pressure=1018.0,temperature=9.0,wind_direction="SE",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=87.0 353252
pm,city=Beijing humidity=93.0,pressure=1018.0,temperature=8.0,wind_direction="SE",wind_speed=4.47,precipitation=0.0,cumulative_precipitation=0.0,pm=82.0 353253
pm,city=Beijing humidity=93.0,pressure=1019.0,temperature=8.0,wind_direction="SE",wind_speed=5.36,precipitation=0.0,cumulative_precipitation=0.0,pm=83.0 353254
pm,city=Beijing humidity=87.0,pressure=1019.0,temperature=10.0,wind_direction="SE",wind_speed=8.49,precipitation=0.0,cumulative_precipitation=0.0,pm=94.0 353255
pm,city=Beijing humidity=76.0,pressure=1020.0,temperature=12.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=92.0 353256
pm,city=Beijing humidity=71.0,pressure=1020.0,temperature=13.0,wind_direction="SE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=84.0 353257
pm,city=Beijing humidity=62.0,pressure=1020.0,temperature=15.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=69.0 353258
pm,city=Beijing humidity=55.0,pressure=1020.0,temperature=16.0,wind_direction="cv",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0,pm=83.0 353259
pm,city=Beijing humidity=36.0,pressure=1019.0,temperature=17.0,wind_direction="cv",wind_speed=4.47,precipitation=0.0,cumulative_precipitation=0.0,pm=90.0 353260
pm,city=Beijing humidity=32.0,pressure=1019.0,temperature=19.0,wind_direction="cv",wind_speed=6.26,precipitation=0.0,cumulative_precipitation=0.0,pm=95.0 353261
pm,city=Beijing humidity=32.0,pressure=1018.0,temperature=19.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=73.0 353262
pm,city=Beijing humidity=29.0,pressure=1018.0,temperature=19.0,wind_direction="cv",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=66.0 353263
pm,city=Beijing humidity=29.0,pressure=1017.0,temperature=19.0,wind_direction="cv",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=77.0 353264
pm,city=Beijing humidity=31.0,pressure=1017.0,temperature=18.0,wind_direction="SE",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=80.0 353265
pm,city=Beijing humidity=33.0,pressure=1019.0,temperature=17.0,wind_direction="SE",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=76.0 353266
pm,city=Beijing humidity=33.0,pressure=1019.0,temperature=16.0,wind_direction="SE",wind_speed=10.28,precipitation=0.0,cumulative_precipitation=0.0,pm=80.0 353267
pm,city=Beijing humidity=41.0,pressure=1020.0,temperature=15.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=71.0 353268
pm,city=Beijing humidity=30.0,pressure=1021.0,temperature=15.0,wind_direction="SE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=55.0 353269
pm,city=Beijing humidity=30.0,pressure=1022.0,temperature=15.0,wind_direction="SE",wind_speed=9.84,precipitation=0.0,cumulative_precipitation=0.0,pm=53.0 353270
pm,city=Beijing humidity=30.0,pressure=1022.0,temperature=14.0,wind_direction="SE",wind_speed=13.86,precipitation=0.0,cumulative_precipitation=0.0,pm=48.0 353271
pm,city=Beijing humidity=35.0,pressure=1022.0,temperature=13.0,wind_direction="SE",wind_speed=16.99,precipitation=0.0,cumulative_precipitation=0.0,pm=52.0 353272
pm,city=Beijing humidity=43.0,pressure=1022.0,temperature=12.0,wind_direction="SE",wind_speed=17.88,precipitation=0.0,cumulative_precipitation=0.0,pm=46.0 353273
pm,city=Beijing humidity=46.0,pressure=1022.0,temperature=12.0,wind_direction="SE",wind_speed=19.67,precipitation=0.0,cumulative_precipitation=0.0,pm=38.0 353274
pm,city=Beijing humidity=46.0,pressure=1022.0,temperature=12.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=30.0 353275
pm,city=Beijing humidity=40.0,pressure=1022.0,temperature=12.0,wind_direction="NW",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=26.0 353276
pm,city=Beijing humidity=37.0,pressure=1022.0,temperature=12.0,wind_direction="NW",wind_speed=4.91,precipitation=0.0,cumulative_precipitation=0.0,pm=27.0 353277
pm,city=Beijing humidity=43.0,pressure=1023.0,temperature=12.0,wind_direction="NE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 353278
pm,city=Beijing humidity=50.0,pressure=1023.0,temperature=12.0,wind_direction="NW",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=50.0 353279
pm,city=Beijing humidity=57.0,pressure=1023.0,temperature=12.0,wind_direction="NW",wind_speed=9.83,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 353280
pm,city=Beijing humidity=57.0,pressure=1023.0,temperature=12.0,wind_direction="NW",wind_speed=16.98,precipitation=0.0,cumulative_precipitation=0.0,pm=48.0 353281
pm,city=Beijing humidity=57.0,pressure=1024.0,temperature=12.0,wind_direction="NW",wind_speed=22.79,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 353282
pm,city=Beijing humidity=71.0,pressure=1024.0,temperature=11.0,wind_direction="NW",wind_speed=28.6,precipitation=0.0,cumulative_precipitation=0.0,pm=49.0 353283
pm,city=Beijing humidity=58.0,pressure=1023.0,temperature=13.0,wind_direction="NW",wind_speed=35.75,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 353284
pm,city=Beijing humidity=50.0,pressure=1022.0,temperature=13.0,wind_direction="NW",wind_speed=42.9,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 353285
pm,city=Beijing humidity=47.0,pressure=1022.0,temperature=13.0,wind_direction="NW",wind_speed=50.95,precipitation=0.0,cumulative_precipitation=0.0,pm=23.0 353286
pm,city=Beijing humidity=47.0,pressure=1021.0,temperature=13.0,wind_direction="NE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=16.0 353287
pm,city=Beijing humidity=47.0,pressure=1021.0,temperature=13.0,wind_direction="NW",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0,pm=26.0 353288
pm,city=Beijing humidity=47.0,pressure=1020.0,temperature=13.0,wind_direction="NW",wind_speed=11.62,precipitation=0.0,cumulative_precipitation=0.0,pm=32.0 353289
pm,city=Beijing humidity=47.0,pressure=1021.0,temperature=13.0,wind_direction="NW",wind_speed=15.64,precipitation=0.0,cumulative_precipitation=0.0,pm=35.0 353290
pm,city=Beijing humidity=50.0,pressure=1021.0,temperature=12.0,wind_direction="NE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=34.0 353291
pm,city=Beijing humidity=54.0,pressure=1022.0,temperature=12.0,wind_direction="NE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=46.0 353292
pm,city=Beijing humidity=57.0,pressure=1023.0,temperature=11.0,wind_direction="NE",wind_speed=8.05,precipitation=0.0,cumulative_precipitation=0.0,pm=44.0 353293
pm,city=Beijing humidity=66.0,pressure=1023.0,temperature=10.0,wind_direction="NE",wind_speed=11.18,precipitation=0.1,cumulative_precipitation=0.1,pm=41.0 353294
pm,city=Beijing humidity=81.0,pressure=1022.0,temperature=9.0,wind_direction="NE",wind_speed=14.31,precipitation=0.1,cumulative_precipitation=0.2,pm=34.0 353295
pm,city=Beijing humidity=81.0,pressure=1022.0,temperature=9.0,wind_direction="NW",wind_speed=3.13,precipitation=0.1,cumulative_precipitation=0.3,pm=31.0 353296
pm,city=Beijing humidity=81.0,pressure=1022.0,temperature=9.0,wind_direction="NE",wind_speed=1.79,precipitation=0.1,cumulative_precipitation=0.4,pm=49.0 353297
pm,city=Beijing humidity=87.0,pressure=1022.0,temperature=8.0,wind_direction="NE",wind_speed=3.58,precipitation=0.2,cumulative_precipitation=0.6,pm=37.0 353298
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=8.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=27.0 353299
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=8.0,wind_direction="NW",wind_speed=4.92,precipitation=0.1,cumulative_precipitation=0.1,pm=37.0 353300
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=8.0,wind_direction="NW",wind_speed=8.05,precipitation=0.0,cumulative_precipitation=0.0,pm=45.0 353301
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=8.0,wind_direction="NW",wind_speed=11.18,precipitation=0.3,cumulative_precipitation=0.3,pm=44.0 353302
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=8.0,wind_direction="NW",wind_speed=14.31,precipitation=0.1,cumulative_precipitation=0.4,pm=53.0 353303
pm,city=Beijing humidity=81.0,pressure=1021.0,temperature=9.0,wind_direction="NW",wind_speed=18.33,precipitation=0.2,cumulative_precipitation=0.6,pm=48.0 353304
pm,city=Beijing humidity=81.0,pressure=1021.0,temperature=9.0,wind_direction="NW",wind_speed=21.46,precipitation=0.7,cumulative_precipitation=1.3,pm=47.0 353305
pm,city=Beijing humidity=87.0,pressure=1021.0,temperature=9.0,wind_direction="NW",wind_speed=23.25,precipitation=0.8,cumulative_precipitation=2.1,pm=46.0 353306
pm,city=Beijing humidity=76.0,pressure=1021.0,temperature=10.0,wind_direction="NW",wind_speed=25.04,precipitation=1.7,cumulative_precipitation=3.8,pm=42.0 353307
pm,city=Beijing humidity=81.0,pressure=1021.0,temperature=10.0,wind_direction="NW",wind_speed=29.06,precipitation=0.1,cumulative_precipitation=3.9,pm=40.0 353308
pm,city=Beijing humidity=76.0,pressure=1021.0,temperature=10.0,wind_direction="NW",wind_speed=33.08,precipitation=0.0,cumulative_precipitation=0.0,pm=38.0 353309
pm,city=Beijing humidity=71.0,pressure=1020.0,temperature=11.0,wind_direction="NW",wind_speed=38.0,precipitation=0.0,cumulative_precipitation=0.0,pm=30.0 353310
pm,city=Beijing humidity=71.0,pressure=1020.0,temperature=10.0,wind_direction="NW",wind_speed=42.92,precipitation=0.0,cumulative_precipitation=0.0,pm=34.0 353311
pm,city=Beijing humidity=66.0,pressure=1020.0,temperature=11.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=35.0 353312
pm,city=Beijing humidity=57.0,pressure=1020.0,temperature=12.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=35.0 353313
pm,city=Beijing humidity=57.0,pressure=1020.0,temperature=12.0,wind_direction="NW",wind_speed=6.26,precipitation=0.0,cumulative_precipitation=0.0,pm=26.0 353314
pm,city=Beijing humidity=61.0,pressure=1020.0,temperature=11.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=33.0 353315
pm,city=Beijing humidity=66.0,pressure=1021.0,temperature=10.0,wind_direction="SE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 353316
pm,city=Beijing humidity=61.0,pressure=1021.0,temperature=11.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=41.0 353317
pm,city=Beijing humidity=61.0,pressure=1022.0,temperature=10.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 353318
pm,city=Beijing humidity=81.0,pressure=1022.0,temperature=6.0,wind_direction="NW",wind_speed=10.28,precipitation=0.0,cumulative_precipitation=0.0,pm=37.0 353319
pm,city=Beijing humidity=86.0,pressure=1022.0,temperature=6.0,wind_direction="cv",wind_speed=0.45,precipitation=0.0,cumulative_precipitation=0.0,pm=41.0 353320
pm,city=Beijing humidity=86.0,pressure=1022.0,temperature=5.0,wind_direction="NW",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=60.0 353321
pm,city=Beijing humidity=93.0,pressure=1021.0,temperature=5.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=62.0 353322
pm,city=Beijing humidity=93.0,pressure=1021.0,temperature=3.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=36.0 353323
pm,city=Beijing humidity=86.0,pressure=1021.0,temperature=3.0,wind_direction="NW",wind_speed=6.26,precipitation=0.0,cumulative_precipitation=0.0,pm=31.0 353324
pm,city=Beijing humidity=86.0,pressure=1021.0,temperature=4.0,wind_direction="NW",wind_speed=8.05,precipitation=0.0,cumulative_precipitation=0.0,pm=24.0 353325
pm,city=Beijing humidity=86.0,pressure=1021.0,temperature=4.0,wind_direction="NW",wind_speed=9.84,precipitation=0.0,cumulative_precipitation=0.0,pm=65.0 353326
pm,city=Beijing humidity=81.0,pressure=1022.0,temperature=7.0,wind_direction="NW",wind_speed=11.63,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 353327
pm,city=Beijing humidity=57.0,pressure=1023.0,temperature=10.0,wind_direction="NW",wind_speed=14.76,precipitation=0.0,cumulative_precipitation=0.0,pm=41.0 353328
pm,city=Beijing humidity=37.0,pressure=1023.0,temperature=13.0,wind_direction="NW",wind_speed=17.89,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 353329
pm,city=Beijing humidity=30.0,pressure=1022.0,temperature=15.0,wind_direction="cv",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=31.0 353330
pm,city=Beijing humidity=23.0,pressure=1022.0,temperature=17.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=19.0 353331
pm,city=Beijing humidity=13.0,pressure=1021.0,temperature=19.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=19.0 353332
pm,city=Beijing humidity=12.0,pressure=1020.0,temperature=20.0,wind_direction="cv",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=18.0 353333
pm,city=Beijing humidity=10.0,pressure=1019.0,temperature=21.0,wind_direction="NW",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0,pm=10.0 353334
pm,city=Beijing humidity=9.0,pressure=1018.0,temperature=21.0,wind_direction="NW",wind_speed=12.96,precipitation=0.0,cumulative_precipitation=0.0,pm=16.0 353335
pm,city=Beijing humidity=9.0,pressure=1018.0,temperature=21.0,wind_direction="NW",wind_speed=21.01,precipitation=0.0,cumulative_precipitation=0.0,pm=23.0 353336
pm,city=Beijing humidity=13.0,pressure=1018.0,temperature=20.0,wind_direction="NW",wind_speed=25.03,precipitation=0.0,cumulative_precipitation=0.0,pm=21.0 353337
pm,city=Beijing humidity=13.0,pressure=1018.0,temperature=19.0,wind_direction="NW",wind_speed=28.16,precipitation=0.0,cumulative_precipitation=0.0,pm=20.0 353338
pm,city=Beijing humidity=13.0,pressure=1018.0,temperature=18.0,wind_direction="NW",wind_speed=31.29,precipitation=0.0,cumulative_precipitation=0.0,pm=23.0 353339
pm,city=Beijing humidity=16.0,pressure=1019.0,temperature=18.0,wind_direction="SE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=32.0 353340
pm,city=Beijing humidity=17.0,pressure=1019.0,temperature=17.0,wind_direction="SE",wind_speed=8.94,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 353341
pm,city=Beijing humidity=19.0,pressure=1020.0,temperature=16.0,wind_direction="SE",wind_speed=13.86,precipitation=0.0,cumulative_precipitation=0.0,pm=38.0 353342
pm,city=Beijing humidity=22.0,pressure=1019.0,temperature=15.0,wind_direction="SE",wind_speed=17.88,precipitation=0.0,cumulative_precipitation=0.0,pm=45.0 353343
pm,city=Beijing humidity=22.0,pressure=1019.0,temperature=15.0,wind_direction="SE",wind_speed=22.8,precipitation=0.0,cumulative_precipitation=0.0,pm=53.0 353344
pm,city=Beijing humidity=30.0,pressure=1019.0,temperature=12.0,wind_direction="SE",wind_speed=24.59,precipitation=0.0,cumulative_precipitation=0.0,pm=56.0 353345
pm,city=Beijing humidity=34.0,pressure=1018.0,temperature=11.0,wind_direction="SE",wind_speed=27.72,precipitation=0.0,cumulative_precipitation=0.0,pm=54.0 353346
pm,city=Beijing humidity=37.0,pressure=1018.0,temperature=11.0,wind_direction="SE",wind_speed=30.85,precipitation=0.0,cumulative_precipitation=0.0,pm=65.0 353347
pm,city=Beijing humidity=45.0,pressure=1018.0,temperature=9.0,wind_direction="SE",wind_speed=32.64,precipitation=0.0,cumulative_precipitation=0.0,pm=73.0 353348
pm,city=Beijing humidity=52.0,pressure=1019.0,temperature=7.0,wind_direction="SE",wind_speed=35.77,precipitation=0.0,cumulative_precipitation=0.0,pm=70.0 353349
pm,city=Beijing humidity=56.0,pressure=1019.0,temperature=8.0,wind_direction="SE",wind_speed=37.56,precipitation=0.0,cumulative_precipitation=0.0,pm=81.0 353350
pm,city=Beijing humidity=53.0,pressure=1019.0,temperature=10.0,wind_direction="cv",wind_speed=0.45,precipitation=0.0,cumulative_precipitation=0.0,pm=90.0 353351
pm,city=Beijing humidity=40.0,pressure=1019.0,temperature=13.0,wind_direction="SE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=86.0 353352
pm,city=Beijing humidity=33.0,pressure=1019.0,temperature=16.0,wind_direction="SE",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=107.0 353353
pm,city=Beijing humidity=27.0,pressure=1019.0,temperature=18.0,wind_direction="SE",wind_speed=6.71,precipitation=0.0,cumulative_precipitation=0.0,pm=122.0 353354
pm,city=Beijing humidity=30.0,pressure=1018.0,temperature=20.0,wind_direction="SE",wind_speed=11.63,precipitation=0.0,cumulative_precipitation=0.0,pm=114.0 353355
pm,city=Beijing humidity=26.0,pressure=1017.0,temperature=23.0,wind_direction="SE",wind_speed=18.78,precipitation=0.0,cumulative_precipitation=0.0,pm=111.0 353356
pm,city=Beijing humidity=25.0,pressure=1015.0,temperature=24.0,wind_direction="SE",wind_speed=26.83,precipitation=0.0,cumulative_precipitation=0.0,pm=112.0 353357
pm,city=Beijing humidity=25.0,pressure=1015.0,temperature=24.0,wind_direction="SE",wind_speed=32.64,precipitation=0.0,cumulative_precipitation=0.0,pm=111.0 353358
pm,city=Beijing humidity=26.0,pressure=1014.0,temperature=23.0,wind_direction="SE",wind_speed=40.69,precipitation=0.0,cumulative_precipitation=0.0,pm=117.0 353359
pm,city=Beijing humidity=28.0,pressure=1013.0,temperature=23.0,wind_direction="SE",wind_speed=48.74,precipitation=0.0,cumulative_precipitation=0.0,pm=103.0 353360
pm,city=Beijing humidity=28.0,pressure=1013.0,temperature=23.0,wind_direction="SE",wind_speed=54.55,precipitation=0.0,cumulative_precipitation=0.0,pm=85.0 353361
pm,city=Beijing humidity=35.0,pressure=1013.0,temperature=21.0,wind_direction="SE",wind_speed=59.47,precipitation=0.0,cumulative_precipitation=0.0,pm=79.0 353362
pm,city=Beijing humidity=37.0,pressure=1013.0,temperature=20.0,wind_direction="SE",wind_speed=62.6,precipitation=0.0,cumulative_precipitation=0.0,pm=78.0 353363
pm,city=Beijing humidity=39.0,pressure=1013.0,temperature=19.0,wind_direction="SE",wind_speed=65.73,precipitation=0.0,cumulative_precipitation=0.0,pm=83.0 353364
pm,city=Beijing humidity=39.0,pressure=1014.0,temperature=19.0,wind_direction="SE",wind_speed=70.65,precipitation=0.0,cumulative_precipitation=0.0,pm=89.0 353365
pm,city=Beijing humidity=48.0,pressure=1014.0,temperature=17.0,wind_direction="SE",wind_speed=75.57,precipitation=0.0,cumulative_precipitation=0.0,pm=93.0 353366
pm,city=Beijing humidity=48.0,pressure=1014.0,temperature=17.0,wind_direction="SE",wind_speed=81.38,precipitation=0.0,cumulative_precipitation=0.0,pm=98.0 353367
pm,city=Beijing humidity=51.0,pressure=1015.0,temperature=16.0,wind_direction="SE",wind_speed=86.3,precipitation=0.0,cumulative_precipitation=0.0,pm=93.0 353368
pm,city=Beijing humidity=58.0,pressure=1015.0,temperature=14.0,wind_direction="SE",wind_speed=90.32,precipitation=0.0,cumulative_precipitation=0.0,pm=96.0 353369
pm,city=Beijing humidity=54.0,pressure=1015.0,temperature=15.0,wind_direction="SE",wind_speed=94.34,precipitation=0.0,cumulative_precipitation=0.0,pm=92.0 353370
pm,city=Beijing humidity=58.0,pressure=1015.0,temperature=14.0,wind_direction="SE",wind_speed=98.36,precipitation=0.0,cumulative_precipitation=0.0,pm=106.0 353371
pm,city=Beijing humidity=66.0,pressure=1015.0,temperature=13.0,wind_direction="SE",wind_speed=101.49,precipitation=0.0,cumulative_precipitation=0.0,pm=98.0 353372
pm,city=Beijing humidity=66.0,pressure=1015.0,temperature=12.0,wind_direction="SE",wind_speed=104.62,precipitation=0.0,cumulative_precipitation=0.0,pm=110.0 353373
pm,city=Beijing humidity=71.0,pressure=1015.0,temperature=12.0,wind_direction="SE",wind_speed=108.64,precipitation=0.0,cumulative_precipitation=0.0,pm=129.0 353374
pm,city=Beijing humidity=66.0,pressure=1015.0,temperature=13.0,wind_direction="SE",wind_speed=111.77,precipitation=0.0,cumulative_precipitation=0.0,pm=141.0 353375
pm,city=Beijing humidity=66.0,pressure=1015.0,temperature=13.0,wind_direction="SE",wind_speed=115.79,precipitation=0.0,cumulative_precipitation=0.0,pm=140.0 353376
pm,city=Beijing humidity=62.0,pressure=1015.0,temperature=14.0,wind_direction="SE",wind_speed=119.81,precipitation=0.0,cumulative_precipitation=0.0,pm=142.0 353377
pm,city=Beijing humidity=58.0,pressure=1015.0,temperature=15.0,wind_direction="SE",wind_speed=124.73,precipitation=0.0,cumulative_precipitation=0.0,pm=134.0 353378
pm,city=Beijing humidity=48.0,pressure=1015.0,temperature=18.0,wind_direction="SE",wind_speed=131.88,precipitation=0.0,cumulative_precipitation=0.0,pm=133.0 353379
pm,city=Beijing humidity=42.0,pressure=1014.0,temperature=19.0,wind_direction="SE",wind_speed=139.03,precipitation=0.0,cumulative_precipitation=0.0,pm=128.0 353380
pm,city=Beijing humidity=37.0,pressure=1012.0,temperature=20.0,wind_direction="SE",wind_speed=146.18,precipitation=0.0,cumulative_precipitation=0.0,pm=110.0 353381
pm,city=Beijing humidity=35.0,pressure=1012.0,temperature=21.0,wind_direction="SE",wind_speed=153.33,precipitation=0.0,cumulative_precipitation=0.0,pm=120.0 353382
pm,city=Beijing humidity=39.0,pressure=1012.0,temperature=20.0,wind_direction="SE",wind_speed=159.14,precipitation=0.0,cumulative_precipitation=0.0,pm=135.0 353383
pm,city=Beijing humidity=57.5,pressure=1012.0,temperature=18.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=22.0 353384
pm,city=Beijing humidity=76.0,pressure=1013.0,temperature=11.0,wind_direction="NW",wind_speed=16.98,precipitation=3.5,cumulative_precipitation=3.5,pm=15.0 353385
pm,city=Beijing humidity=87.0,pressure=1014.0,temperature=10.0,wind_direction="NW",wind_speed=25.92,precipitation=2.9,cumulative_precipitation=6.4,pm=19.0 353386
pm,city=Beijing humidity=87.0,pressure=1015.0,temperature=10.0,wind_direction="NW",wind_speed=29.94,precipitation=1.9,cumulative_precipitation=8.3,pm=16.0 353387
pm,city=Beijing humidity=93.0,pressure=1015.0,temperature=9.0,wind_direction="cv",wind_speed=0.89,precipitation=3.6,cumulative_precipitation=11.9,pm=9.0 353388
